0,3D
1,3D
2,1D
3,1D
4,2D
5,2D
6,2D
7,2D
8,1D
9,1D
10,1D
11,1D
12,2D
13,2D
14,2D
15,2D
16,1D
17,1D
18,2D
19,2D
20,2D
21,2D
22,2D
23,2D
24,0D
25,0D
26,1D
27,1D
28,1D
29,1D
30,1D
31,1D
32,0D
33,0D
34,2D
35,2D
36,1D
37,1D
38,1D
39,1D
40,2D
41,2D
42,2D
43,2D
44,2D
45,2D
46,1D
47,1D
48,1D
49,1D
50,1D
51,1D
52,2D
53,2D
54,2D
55,2D
56,2D
57,2D
58,2D
59,2D
60,1D
61,1D
62,1D
63,1D
64,1D
65,1D
66,3D
67,3D
68,1D
69,1D
70,1D
71,1D
72,1D
73,1D
74,2D
75,2D
76,2D
77,2D
78,1D
79,1D
80,1D
81,1D
82,1D
83,1D
84,1D
85,1D
86,1D
87,1D
88,1D
89,1D
90,1D
91,1D
92,1D
93,1D
94,1D
95,1D
96,1D
97,1D
98,1D
99,1D
100,0D
101,0D
102,0D
103,0D
104,1D
105,1D
106,1D
107,1D
108,1D
109,1D
110,2D
111,2D
112,1D
113,1D
114,1D
115,1D
116,1D
117,1D
118,1D
119,1D
120,1D
121,1D
122,1D
123,1D
124,0D
125,0D
126,2D
127,2D
128,2D
129,2D
130,0D
131,0D
132,0D
133,0D
134,1D
135,1D
136,2D
137,2D
138,2D
139,2D
140,3D
141,3D
142,2D
143,2D
144,1D
145,1D
146,2D
147,2D
148,1D
149,1D
150,2D
151,2D
152,2D
153,2D
154,1D
155,1D
156,1D
157,1D
158,1D
159,1D
160,2D
161,2D
162,1D
163,1D
164,1D
165,1D
166,1D
167,1D
168,1D
169,1D
170,1D
171,1D
172,1D
173,1D
174,1D
175,1D
176,1D
177,1D
178,1D
179,1D
180,1D
181,1D
182,1D
183,1D
184,1D
185,1D
186,1D
187,1D
188,1D
189,1D
190,1D
191,1D
192,1D
193,1D
194,1D
195,1D
196,1D
197,1D
198,1D
199,1D
200,1D
201,1D
202,1D
203,1D
204,2D
205,2D
206,1D
207,1D
208,2D
209,2D
210,1D
211,1D
212,2D
213,2D
214,1D
215,1D
216,1D
217,1D
218,1D
219,1D
220,1D
221,1D
222,0D
223,0D
224,1D
225,1D
226,1D
